NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-06-21;2021-06-27;No;230.392;1.61973;142.2411;93.5739;7216;1313.8733;60935;40385;7.4781;297;52;10;3103;4113;3101;3800;54940;37343;281407;305512
CATALUNYA;GLOBAL;2021-06-21;2021-06-27;--;;;0.0000;0.0000;279;0.0000;176;54;9.7087;27;2;0;59;220;15;5;157;49;892;846
CATALUNYA;GLOBAL;2021-06-21;2021-06-27;Si;;;43.3815;40.5827;29;2269.8330;1443;179;2.2023;24;1;5;19;10;17;10;1094;132;169;178
CATALUNYA;GLOBAL;2021-06-20;2021-06-26;--;;;0.0000;0.0000;255;0.0000;182;53;8.4906;24;3;0;56;199;14;4;164;48;892;842
CATALUNYA;GLOBAL;2021-06-20;2021-06-26;Si;;;40.5827;36.3845;26;2248.8419;1441;166;1.9592;23;1;4;18;8;16;8;1101;124;172;178
CATALUNYA;GLOBAL;2021-06-20;2021-06-26;No;192.488;1.50074;128.2621;80.8138;6232;1280.2873;60032;38698;6.6624;286;59;10;2831;3401;2856;3131;54099;35763;273843;296030
CATALUNYA;GLOBAL;2021-06-19;2021-06-25;No;170.66;1.43158;119.2107;72.4238;5585;1258.0739;59564;37453;6.1975;295;54;9;2621;2964;2715;2756;53672;34605;289760;270568
CATALUNYA;GLOBAL;2021-06-19;2021-06-25;--;;;0.0000;0.0000;223;0.0000;197;54;7.6577;28;3;0;52;171;13;4;173;49;1096;787
CATALUNYA;GLOBAL;2021-06-19;2021-06-25;Si;;;36.3845;33.5856;24;2174.6735;1385;169;1.8137;22;1;4;15;9;14;8;1083;130;185;173
CATALUNYA;GLOBAL;2021-06-18;2021-06-24;No;145.065;1.36291;106.4377;61.4143;4736;1226.2126;59398;35162;5.3636;299;57;10;2337;2399;2379;2237;53544;32517;319924;254187
CATALUNYA;GLOBAL;2021-06-18;2021-06-24;--;;;0.0000;0.0000;175;0.0000;208;50;4.7826;26;3;0;43;132;9;2;186;44;1374;924
CATALUNYA;GLOBAL;2021-06-18;2021-06-24;Si;;;33.5856;29.3874;21;2225.0521;1424;166;1.5848;18;1;5;13;8;13;7;1135;127;230;214
CATALUNYA;GLOBAL;2021-06-17;2021-06-23;--;;;0.0000;0.0000;181;0.0000;228;57;4.3307;27;3;0;44;137;9;2;203;51;1661;1124
CATALUNYA;GLOBAL;2021-06-17;2021-06-23;Si;;;34.9850;27.9880;20;2462.9507;1556;204;1.3649;13;1;5;12;8;12;7;1231;161;296;250
CATALUNYA;GLOBAL;2021-06-17;2021-06-23;No;142.883;1.33622;106.9305;62.8926;4850;1377.3106;67279;38933;4.9711;305;63;13;2449;2401;2530;2276;60678;36001;368829;277398
CATALUNYA;GLOBAL;2021-06-16;2021-06-22;No;128.251;1.28393;99.8891;57.3425;4422;1362.0997;67902;37137;4.6138;309;64;15;2250;2172;2317;2093;61222;34361;379195;266213
CATALUNYA;GLOBAL;2021-06-16;2021-06-22;--;;;0.0000;0.0000;165;0.0000;231;52;4.7809;30;3;0;42;123;10;2;203;48;1690;1309
CATALUNYA;GLOBAL;2021-06-16;2021-06-22;Si;;;27.9880;19.5916;14;2569.3054;1628;208;0.9059;11;1;6;8;6;7;6;1268;167;292;264
CATALUNYA;GLOBAL;2021-06-15;2021-06-21;--;;;0.0000;0.0000;133;0.0000;238;48;4.3137;27;5;0;41;92;9;2;211;44;1573;1311
CATALUNYA;GLOBAL;2021-06-15;2021-06-21;Si;;;18.1922;5.5976;4;2570.7048;1620;217;0.2075;11;1;4;3;1;2;1;1267;179;288;252
CATALUNYA;GLOBAL;2021-06-15;2021-06-21;No;117.723;1.24004;94.9355;52.6223;4058;1378.9445;70664;35674;4.1797;309;61;12;2101;1957;2158;1882;63668;32990;374759;236120
CATALUNYA;GLOBAL;2021-06-14;2021-06-20;No;110.683;1.21104;91.3953;48.6672;3753;1377.6737;71650;34590;3.9133;301;60;15;1997;1756;2066;1715;64583;32035;388608;205359
CATALUNYA;GLOBAL;2021-06-14;2021-06-20;--;;;0.0000;0.0000;103;0.0000;235;51;3.9841;29;5;0;32;71;8;2;206;45;1520;1130
CATALUNYA;GLOBAL;2021-06-14;2021-06-20;Si;;;13.9940;2.7988;2;2686.8553;1686;234;0.1316;11;1;4;1;1;1;1;1327;193;293;249
CATALUNYA;GLOBAL;2021-06-13;2021-06-19;Si;;;16.7928;4.1982;3;2682.6571;1685;232;0.2012;12;2;3;2;1;2;1;1302;189;294;243
CATALUNYA;GLOBAL;2021-06-13;2021-06-19;No;106.736;1.1821;90.2931;47.4483;3659;1377.0124;71919;34270;3.8367;310;55;14;1957;1702;2042;1663;64843;31724;384936;198447
CATALUNYA;GLOBAL;2021-06-13;2021-06-19;--;;;0.0000;0.0000;107;0.0000;228;57;5.6225;29;5;0;35;72;12;2;198;51;1525;1105
CATALUNYA;GLOBAL;2021-06-12;2021-06-18;--;;;0.0000;0.0000;102;0.0000;212;62;6.2500;31;6;0;35;67;13;2;185;55;1452;1119
CATALUNYA;GLOBAL;2021-06-12;2021-06-18;Si;;;15.3934;2.7988;2;2688.2548;1685;236;0.1346;14;2;5;2;0;2;0;1294;192;279;240
CATALUNYA;GLOBAL;2021-06-12;2021-06-18;No;102.465;1.13188;90.5265;46.7869;3608;1367.4423;71713;33738;3.8033;299;56;15;1933;1675;2008;1641;64702;31240;377303;195339
CATALUNYA;GLOBAL;2021-06-11;2021-06-17;No;93.8263;1.04333;89.9300;45.0233;3472;1366.7809;72283;33117;3.6775;309;62;16;1863;1609;1948;1574;65120;30651;378680;192254
CATALUNYA;GLOBAL;2021-06-11;2021-06-17;--;;;0.0000;0.0000;99;0.0000;203;67;8.5470;33;5;0;35;64;16;4;173;61;1348;1104
CATALUNYA;GLOBAL;2021-06-11;2021-06-17;Si;;;16.7928;4.1982;3;2678.4589;1680;234;0.2033;14;2;4;2;1;2;1;1283;193;295;258
CATALUNYA;GLOBAL;2021-06-10;2021-06-16;--;;;0.0000;0.0000;85;0.0000;191;65;9.4595;33;6;1;33;52;16;5;163;59;1427;976
CATALUNYA;GLOBAL;2021-06-10;2021-06-16;Si;;;18.1922;6.9970;5;2763.8226;1733;242;0.3351;15;2;5;4;1;4;1;1294;198;293;321
CATALUNYA;GLOBAL;2021-06-10;2021-06-16;No;88.9576;0.99507;89.3983;44.0378;3396;1354.6563;71520;32945;3.6598;313;61;16;1855;1541;1954;1518;64365;30504;367512;200144
CATALUNYA;GLOBAL;2021-06-09;2021-06-15;No;85.9205;0.969252;88.6462;42.5465;3281;1359.8952;72001;32868;3.5159;313;61;12;1807;1474;1911;1439;64830;30452;355706;213064
CATALUNYA;GLOBAL;2021-06-09;2021-06-15;--;;;0.0000;0.0000;78;0.0000;184;62;8.7558;30;7;1;31;47;14;5;160;57;1501;942
CATALUNYA;GLOBAL;2021-06-09;2021-06-15;Si;;;19.5916;8.3964;6;2755.4261;1735;234;0.4027;12;2;5;5;1;5;1;1299;191;309;337
CATALUNYA;GLOBAL;2021-06-08;2021-06-14;Si;;;19.5916;12.5946;9;2723.2398;1716;230;0.6211;11;1;6;6;3;6;3;1264;185;290;350
CATALUNYA;GLOBAL;2021-06-08;2021-06-14;No;85.6487;0.961263;89.1001;42.3131;3263;1364.4338;71898;33321;3.5145;321;58;15;1781;1482;1893;1468;64765;30868;330205;232078
CATALUNYA;GLOBAL;2021-06-08;2021-06-14;--;;;0.0000;0.0000;69;0.0000;175;72;8.2569;33;5;1;27;42;13;5;152;66;1540;1011
CATALUNYA;GLOBAL;2021-06-07;2021-06-13;--;;;0.0000;0.0000;75;0.0000;181;69;8.5202;29;6;1;32;43;14;5;157;66;1602;1032
CATALUNYA;GLOBAL;2021-06-07;2021-06-13;Si;;;19.5916;11.1952;8;2647.6720;1676;216;0.5735;12;1;6;5;3;5;3;1218;177;305;337
CATALUNYA;GLOBAL;2021-06-07;2021-06-13;No;87.0683;0.960835;90.6173;42.7281;3295;1381.0582;72736;33765;3.5231;325;62;14;1783;1512;1920;1490;65497;31292;320525;236684
CATALUNYA;GLOBAL;2021-06-06;2021-06-12;No;88.1125;0.965863;91.2267;42.8448;3304;1379.7485;72566;33834;3.5496;313;65;16;1784;1520;1924;1509;65350;31365;316208;237524
CATALUNYA;GLOBAL;2021-06-06;2021-06-12;--;;;0.0000;0.0000;73;0.0000;176;66;6.9767;26;5;1;28;45;10;5;152;63;1598;1051
CATALUNYA;GLOBAL;2021-06-06;2021-06-12;Si;;;18.1922;12.5946;9;2656.0685;1679;219;0.6365;10;0;5;4;5;4;5;1232;182;299;339
CATALUNYA;GLOBAL;2021-06-05;2021-06-11;--;;;0.0000;0.0000;76;0.0000;176;63;6.5116;23;4;1;26;50;9;5;154;61;1512;1032
CATALUNYA;GLOBAL;2021-06-05;2021-06-11;Si;;;19.5916;12.5946;9;2684.0565;1698;220;0.6329;8;0;3;4;5;4;5;1244;178;298;342
CATALUNYA;GLOBAL;2021-06-05;2021-06-11;No;89.5959;0.972995;92.0826;43.7395;3373;1386.8677;73146;33803;3.5797;312;67;15;1810;1563;1929;1551;65895;31319;308467;246307
CATALUNYA;GLOBAL;2021-06-04;2021-06-10;No;91.877;0.973635;94.3649;44.9066;3463;1385.7395;73915;32947;3.6365;318;62;15;1863;1600;1991;1542;66568;30587;269978;275510
CATALUNYA;GLOBAL;2021-06-04;2021-06-10;--;;;0.0000;0.0000;71;0.0000;174;59;4.7619;17;4;1;26;45;8;2;154;56;1489;1204
CATALUNYA;GLOBAL;2021-06-04;2021-06-10;Si;;;22.3904;12.5946;9;2735.8345;1716;239;0.6194;9;0;3;5;4;5;4;1258;195;303;382
CATALUNYA;GLOBAL;2021-06-03;2021-06-09;--;;;0.0000;0.0000;76;0.0000;184;63;4.4643;16;4;0;29;47;8;2;164;60;1260;1755
CATALUNYA;GLOBAL;2021-06-03;2021-06-09;Si;;;20.9910;11.1952;8;2590.2965;1648;203;0.5694;10;1;2;4;4;4;4;1239;166;281;368
CATALUNYA;GLOBAL;2021-06-03;2021-06-09;No;93.1523;0.965133;96.5175;45.3605;3498;1417.9509;75961;33385;3.5561;344;68;15;1893;1605;1991;1546;68444;31018;252857;277109
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;--;;;0.0000;0.0000;78;0.0000;191;69;3.4632;15;5;0;31;47;7;1;166;65;1134;1887
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;Si;;;29.3874;11.1952;8;2628.0804;1679;199;0.5642;10;1;1;4;4;4;4;1258;160;287;406
CATALUNYA;GLOBAL;2021-06-02;2021-06-08;No;94.5907;0.952521;99.3055;46.0996;3555;1454.3120;78222;33928;3.5322;359;70;21;1937;1618;2042;1560;70456;31520;229230;285051
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;No;96.5679;0.937658;102.9883;46.7869;3608;1484.3319;80897;33568;3.5296;364;71;20;1994;1614;2142;1534;72892;31255;206445;293164
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;--;;;0.0000;0.0000;88;0.0000;215;65;3.9526;16;5;0;32;56;8;2;190;63;890;1967
CATALUNYA;GLOBAL;2021-06-01;2021-06-07;Si;;;32.1862;6.9970;5;2779.2160;1785;201;0.3320;11;2;0;3;2;3;2;1344;162;285;440
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;--;;;0.0000;0.0000;88;0.0000;202;72;4.3651;17;4;0;29;59;7;4;182;70;730;2047
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;Si;;;34.9850;8.3964;6;2872.9761;1834;219;0.3851;10;2;2;4;2;4;2;1381;177;266;481
CATALUNYA;GLOBAL;2021-05-31;2021-06-06;No;95.8062;0.935564;102.4048;47.8892;3693;1507.3753;82427;33815;3.5162;394;70;23;2056;1637;2180;1540;74353;31444;164103;305533
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;No;96.8983;0.938503;103.2477;48.3819;3731;1518.7478;82994;34125;3.5256;402;64;22;2082;1649;2207;1553;74880;31768;156048;314947
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;--;;;0.0000;0.0000;87;0.0000;201;74;4.7244;18;4;0;31;56;8;4;182;72;713;2029
CATALUNYA;GLOBAL;2021-05-30;2021-06-05;Si;;;32.1862;5.5976;4;2902.3635;1850;224;0.2549;12;2;2;4;0;4;0;1390;179;264;493
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;--;;;0.0000;0.0000;82;0.0000;196;77;4.3651;16;4;0;30;52;7;4;177;75;811;2024
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;Si;;;32.1862;6.9970;5;2947.1445;1873;233;0.3133;13;2;2;5;0;5;0;1409;187;264;502
CATALUNYA;GLOBAL;2021-05-29;2021-06-04;No;100.875;0.977392;103.2088;48.3430;3728;1522.4565;83263;34142;3.5308;418;68;24;2096;1632;2235;1539;75070;31818;141940;315550
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;--;;;0.0000;0.0000;85;0.0000;208;82;4.4944;22;7;0;28;57;8;4;190;77;730;1703
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;Si;;;33.5856;9.7958;7;3003.1206;1908;238;0.4911;13;2;5;5;2;6;2;1440;189;288;582
CATALUNYA;GLOBAL;2021-05-28;2021-06-03;No;105.831;1.01156;104.6222;49.4582;3814;1566.4166;85453;35342;3.5702;426;73;28;2192;1622;2339;1589;77111;32910;135126;306436
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;No;112.004;1.04923;106.7489;51.1570;3945;1569.3991;85433;35592;3.7238;415;75;25;2241;1704;2437;1665;77054;33102;137960;281881
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;--;;;0.0000;0.0000;91;0.0000;204;86;4.9057;27;9;0;30;61;9;4;185;80;675;1116
CATALUNYA;GLOBAL;2021-05-27;2021-06-02;Si;;;36.3845;9.7958;7;3071.6914;1953;242;0.6002;12;1;7;5;2;8;2;1478;188;298;612
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;--;;;0.0000;0.0000;93;0.0000;211;90;6.5455;27;7;0;31;62;11;7;192;83;642;729
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;Si;;;37.7839;18.1922;13;3056.2980;1940;244;0.8923;15;1;8;10;3;12;3;1490;191;294;594
CATALUNYA;GLOBAL;2021-05-26;2021-06-01;No;115.577;1.06295;108.7330;53.2059;4103;1587.5148;86394;36028;3.8158;442;77;24;2369;1734;2547;1709;77980;33555;145141;244551
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;No;118.963;1.07222;110.9504;56.2014;4334;1610.1302;86485;37681;3.9454;449;89;25;2506;1828;2660;1803;77996;35123;154278;217322
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;--;;;0.0000;0.0000;96;0.0000;200;89;6.1538;28;8;0;32;64;10;6;179;81;787;454
CATALUNYA;GLOBAL;2021-05-25;2021-05-31;Si;;;43.3815;25.1892;18;3196.2384;2026;258;1.1435;14;0;9;13;5;15;5;1550;199;320;579
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;--;;;0.0000;0.0000;82;0.0000;206;83;5.6452;30;7;0;30;52;9;5;175;73;811;362
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;Si;;;47.5797;26.5886;19;3031.1087;1921;245;1.3358;15;1;8;12;7;15;7;1462;185;299;544
CATALUNYA;GLOBAL;2021-05-24;2021-05-30;No;119.725;1.05879;113.0771;54.5156;4204;1505.0022;81205;34854;4.0908;424;92;28;2438;1766;2551;1772;73162;32514;149643;194801
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;--;;;0.0000;0.0000;78;0.0000;217;79;5.4902;32;8;0;27;51;8;6;186;69;814;353
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;Si;;;48.9791;26.5886;19;2994.7242;1902;238;1.3547;14;1;8;12;7;15;7;1447;177;301;533
CATALUNYA;GLOBAL;2021-05-23;2021-05-29;No;119.552;1.04944;113.9200;54.8657;4231;1505.3912;81436;34653;4.1189;425;98;30;2457;1774;2570;1782;73354;32305;150339;181941
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;No;115.338;1.00683;114.5554;54.8657;4231;1497.6755;80748;34746;4.1320;421;97;30;2427;1804;2537;1807;72736;32395;154372;162455
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;--;;;0.0000;0.0000;82;0.0000;221;83;6.1303;34;9;0;28;54;8;8;189;72;821;362
CATALUNYA;GLOBAL;2021-05-22;2021-05-28;Si;;;47.5797;25.1892;18;2923.3546;1861;228;1.3308;18;2;8;11;7;14;7;1411;167;303;543
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;--;;;0.0000;0.0000;75;0.0000;209;90;6.2992;31;7;0;27;48;7;9;174;80;786;286
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;Si;;;46.1803;23.7898;17;2819.7987;1803;212;1.2525;17;2;5;12;5;14;5;1359;158;276;551
CATALUNYA;GLOBAL;2021-05-21;2021-05-27;No;114.199;0.989832;115.3723;55.1640;4254;1485.1878;79725;34806;4.2052;429;105;29;2422;1832;2557;1825;71718;32487;164605;143401
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;No;113.242;0.978349;115.7484;55.5919;4287;1513.0550;81846;34834;4.0898;444;98;33;2469;1818;2547;1794;73613;32528;183364;128301
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;--;;;0.0000;0.0000;62;0.0000;221;86;6.1303;26;6;0;21;41;7;9;186;75;789;261
CATALUNYA;GLOBAL;2021-05-20;2021-05-26;Si;;;47.5797;26.5886;19;2900.9641;1820;253;1.3021;19;2;4;14;5;15;5;1345;191;344;506
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;--;;;0.0000;0.0000;57;0.0000;222;83;5.0000;33;8;0;18;39;7;6;188;72;854;260
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;Si;;;43.3815;19.5916;14;3025.5111;1898;264;1.0638;17;2;3;10;4;13;4;1395;203;380;471
CATALUNYA;GLOBAL;2021-05-19;2021-05-25;No;115.351;0.980423;117.6546;55.5270;4282;1533.7513;83243;35033;4.0599;431;99;35;2464;1818;2572;1790;74745;32696;207994;116831
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;--;;;0.0000;0.0000;47;0.0000;228;89;5.1471;34;8;0;15;32;8;6;196;76;725;237
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;Si;;;36.3845;18.1922;13;2990.5260;1878;259;0.8883;16;2;3;11;2;12;2;1380;196;381;456
CATALUNYA;GLOBAL;2021-05-18;2021-05-24;No;116.719;0.983051;118.7309;54.7490;4222;1567.4929;85972;34906;3.8803;441;93;38;2468;1754;2534;1729;77293;32570;233342;101054
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;No;123.871;0.989778;125.1499;58.5615;4516;1712.4702;93385;38673;3.8788;465;101;36;2636;1880;2802;1853;83877;36134;252059;93931
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;--;;;0.0000;0.0000;58;0.0000;234;96;5.1724;37;8;0;21;37;9;6;206;84;689;203
CATALUNYA;GLOBAL;2021-05-17;2021-05-23;Si;;;39.1833;20.9910;15;3140.2622;1962;282;0.9541;13;2;3;14;1;15;1;1463;214;395;447
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;--;;;0.0000;0.0000;60;0.0000;228;95;4.9822;40;7;0;23;37;9;5;198;83;686;205
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;Si;;;43.3815;22.3904;16;3169.6497;1984;281;1.0029;12;2;4;15;1;16;1;1482;213;399;439
CATALUNYA;GLOBAL;2021-05-16;2021-05-22;No;124.466;0.98192;126.7579;59.0542;4554;1714.1819;93239;38951;3.8649;480;103;39;2676;1878;2792;1851;83736;36397;261745;84888
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;No;123.46;0.95359;129.4681;59.6896;4603;1738.6776;94943;39136;3.8560;508;108;40;2726;1877;2849;1850;85312;36551;270908;75557
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;--;;;0.0000;0.0000;56;0.0000;227;91;4.3321;40;7;1;23;33;9;3;197;80;528;185
CATALUNYA;GLOBAL;2021-05-15;2021-05-21;Si;;;47.5797;22.3904;16;3161.2533;1985;274;0.9965;10;1;5;15;1;16;1;1495;211;402;410
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;--;;;0.0000;0.0000;62;0.0000;243;88;4.8276;38;6;1;25;37;9;5;213;77;638;170
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;Si;;;51.7779;22.3904;16;3231.2234;2018;291;0.9206;10;2;5;15;1;15;1;1522;216;445;386
CATALUNYA;GLOBAL;2021-05-14;2021-05-20;No;120.99;0.892926;135.4980;60.2083;4643;1792.4412;98560;39665;3.7669;550;105;43;2735;1908;2826;1902;88508;37007;290872;57696
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;No;119.038;0.840784;141.5798;60.1565;4639;1810.7384;99705;39931;3.8024;585;116;49;2769;1870;2940;1881;89533;37255;294186;71443
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;--;;;0.0000;0.0000;71;0.0000;247;98;4.6980;39;6;1;31;40;9;5;210;88;611;188
CATALUNYA;GLOBAL;2021-05-13;2021-05-19;Si;;;48.9791;20.9910;15;3263.4097;2061;271;0.7821;10;2;4;14;1;13;1;1585;205;436;525
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;No;120.119;0.807027;148.8416;62.1275;4791;1846.7623;102497;39917;3.8805;605;128;48;2936;1855;3148;1865;91959;37225;293307;81827
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;--;;;0.0000;0.0000;75;0.0000;256;100;5.1613;36;4;1;36;39;11;5;219;91;485;198
CATALUNYA;GLOBAL;2021-05-12;2021-05-18;Si;;;55.9761;23.7898;17;3354.3710;2115;282;0.8130;9;3;4;14;3;12;3;1635;210;447;604
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;--;;;0.0000;0.0000;77;0.0000;267;95;5.3797;35;3;1;40;37;11;6;227;89;489;192
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;Si;;;55.9761;18.1922;13;3271.8062;2050;288;0.7190;12;3;3;10;3;10;3;1587;221;464;645
CATALUNYA;GLOBAL;2021-05-11;2021-05-17;No;123.64;0.781839;158.1394;63.9819;4934;1862.1029;103648;39949;3.9781;623;132;56;3054;1880;3270;1907;92899;37238;289544;83034
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;No;129.401;0.770152;168.0206;66.5884;5135;1872.1139;104141;40228;4.1146;664;135;55;3174;1961;3388;1997;93399;37475;301196;82299
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;--;;;0.0000;0.0000;73;0.0000;263;93;5.1780;36;4;1;39;34;11;5;225;84;491;176
CATALUNYA;GLOBAL;2021-05-10;2021-05-16;Si;;;60.1743;18.1922;13;3446.7316;2179;284;0.6322;15;3;2;11;2;10;2;1676;222;518;655
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;--;;;0.0000;0.0000;77;0.0000;270;96;5.6426;34;4;1;40;37;12;6;232;87;491;174
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;Si;;;58.7749;20.9910;15;3502.7078;2208;295;0.7780;18;3;2;12;3;12;3;1697;231;525;655
CATALUNYA;GLOBAL;2021-05-09;2021-05-15;No;131.935;0.766883;172.0406;67.7036;5221;1878.1956;104530;40308;4.1677;680;144;62;3186;2035;3416;2056;93762;37534;300953;82302
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;No;136.815;0.779213;175.5807;69.7784;5381;1893.3158;105534;40470;4.2744;705;141;69;3283;2098;3519;2137;94624;37698;298649;82344
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;--;;;0.0000;0.0000;78;0.0000;272;94;5.7325;36;5;0;41;37;12;6;231;83;488;174
CATALUNYA;GLOBAL;2021-05-08;2021-05-14;Si;;;60.1743;25.1892;18;3613.2607;2271;311;0.9091;17;3;4;13;5;13;5;1738;242;546;655
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;No;149.389;0.800345;186.6550;75.2896;5806;1965.7656;110202;41389;4.4582;732;152;70;3623;2183;3920;2215;99040;38572;298489;90226
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;--;;;0.0000;0.0000;81;0.0000;283;91;4.2945;41;7;1;46;35;11;3;243;83;315;201
CATALUNYA;GLOBAL;2021-05-07;2021-05-13;Si;;;85.3636;29.3874;21;3839.9641;2420;324;1.2019;17;2;4;14;7;18;7;1832;248;630;695
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;--;;;0.0000;0.0000;81;0.0000;300;78;4.1916;47;5;1;47;34;12;2;264;70;317;247
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;Si;;;114.7511;27.9880;20;3895.9403;2442;342;1.1407;18;2;6;13;7;17;7;1845;259;650;819
CATALUNYA;GLOBAL;2021-05-06;2021-05-12;No;163.003;0.821466;198.4296;81.4233;6279;2082.2402;118188;42385;4.5414;777;160;74;3938;2341;4239;2386;106381;39498;274108;114148
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;No;174.812;0.83591;209.1278;86.7140;6687;2152.1484;122790;43174;4.6362;817;155;85;4215;2472;4473;2521;110640;40216;253168;147662
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;--;;;0.0000;0.0000;79;0.0000;306;71;3.3639;52;12;1;43;36;9;2;265;62;802;261
CATALUNYA;GLOBAL;2021-05-05;2021-05-11;Si;;;128.7451;32.1862;23;4062.4693;2564;339;1.3850;20;1;7;17;6;24;6;1909;257;636;998
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;--;;;0.0000;0.0000;78;0.0000;322;76;2.9070;61;14;1;42;36;9;1;278;66;1321;277
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;Si;;;146.9374;37.7839;27;4170.2234;2634;346;1.4818;21;1;8;21;6;27;6;1964;263;621;1099
CATALUNYA;GLOBAL;2021-05-04;2021-05-10;No;188.802;0.852135;221.5637;94.1574;7261;2249.6255;129249;44232;4.8667;859;160;87;4635;2626;4989;2688;116542;41203;242346;167156
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;No;201.616;0.860891;234.1941;101.4322;7822;2313.4259;133525;44876;5.0253;851;161;99;5021;2801;5297;2853;120390;41788;247333;166194
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;--;;;0.0000;0.0000;90;0.0000;355;83;3.1169;57;14;1;41;49;9;3;308;77;2242;273
CATALUNYA;GLOBAL;2021-05-03;2021-05-09;Si;;;177.7242;41.9821;30;4227.5990;2661;360;1.8519;26;0;8;23;7;33;9;1992;276;630;1103
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;Si;;;190.3189;37.7839;27;4234.5960;2662;364;1.6674;25;0;7;21;6;30;8;1997;282;620;1103
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;No;207.51;0.868885;238.8235;104.3370;8046;2334.7835;134914;45134;5.1236;875;155;100;5149;2897;5436;2952;121670;42044;243606;166194
CATALUNYA;GLOBAL;2021-05-02;2021-05-08;--;;;0.0000;0.0000;91;0.0000;356;84;2.8497;65;15;1;40;51;8;3;308;78;2242;273
CATALUNYA;GLOBAL;2021-05-01;2021-05-07;--;;;0.0000;0.0000;94;0.0000;355;85;2.8205;64;14;1;42;52;8;3;311;79;2246;273
